enspid	protlen
ENSP00000453760	772
ENSP00000453761	150
ENSP00000453762	95
ENSP00000453763	73.3333333333333
ENSP00000453764	100
ENSP00000453766	95
ENSP00000453767	79
ENSP00000453768	1744.33333333333
ENSP00000453769	114.666666666667
ENSP00000453770	145.666666666667
ENSP00000453771	125
ENSP00000453772	92.3333333333333
ENSP00000453773	236.333333333333
ENSP00000453774	152
ENSP00000453775	89
ENSP00000453777	61.3333333333333
ENSP00000453778	193
ENSP00000453779	84.3333333333333
ENSP00000453780	325
ENSP00000453781	166.666666666667
ENSP00000453782	78
ENSP00000453783	98.3333333333333
ENSP00000453784	57.3333333333333
ENSP00000453785	522
ENSP00000453786	105.666666666667
ENSP00000453787	133.666666666667
ENSP00000453788	96
ENSP00000453789	82
ENSP00000453790	75
ENSP00000453791	108.333333333333
ENSP00000453792	706
ENSP00000453793	477
ENSP00000453794	115
ENSP00000453795	45
ENSP00000453796	91.3333333333333
ENSP00000453797	58
ENSP00000453798	136.666666666667
ENSP00000453799	95.3333333333333
ENSP00000453800	180.666666666667
ENSP00000453801	305
ENSP00000453802	219.666666666667
ENSP00000453803	56
ENSP00000453804	460.333333333333
ENSP00000453805	92.3333333333333
ENSP00000453806	202.333333333333
ENSP00000453807	67
ENSP00000453808	757
ENSP00000453809	120.333333333333
ENSP00000453810	165.666666666667
ENSP00000453811	112
ENSP00000453812	330
ENSP00000453813	774
ENSP00000453814	71
ENSP00000453815	306
ENSP00000453816	161.666666666667
ENSP00000453817	49
ENSP00000453818	311.333333333333
ENSP00000453820	51
ENSP00000453821	211.666666666667
ENSP00000453822	213
ENSP00000453823	44
ENSP00000453824	60
ENSP00000453825	911
ENSP00000453826	105
ENSP00000453827	145.666666666667
ENSP00000453828	164.666666666667
ENSP00000453829	230
ENSP00000453830	288.333333333333
ENSP00000453831	82
ENSP00000453832	89
ENSP00000453833	68.6666666666667
ENSP00000453834	105.666666666667
ENSP00000453835	120.666666666667
ENSP00000453836	298
ENSP00000453837	195
ENSP00000453838	177
ENSP00000453839	212
ENSP00000453840	134
ENSP00000453841	138.333333333333
ENSP00000453842	169.666666666667
ENSP00000453843	114
ENSP00000453844	101
ENSP00000453845	157
ENSP00000453846	212.333333333333
ENSP00000453848	779
ENSP00000453849	49
ENSP00000453850	81.6666666666667
ENSP00000453851	136
ENSP00000453852	156
ENSP00000453853	614
ENSP00000453854	1101
ENSP00000453855	742
ENSP00000453856	199.333333333333
ENSP00000453857	80
ENSP00000453858	681
ENSP00000453859	255.333333333333
ENSP00000453860	30.3333333333333
ENSP00000453861	96
ENSP00000453862	82
ENSP00000453863	88.3333333333333
ENSP00000453864	114
ENSP00000453865	563.666666666667
ENSP00000453866	251.666666666667
ENSP00000453867	26.3333333333333
ENSP00000453868	45
ENSP00000453869	58
ENSP00000453870	119
ENSP00000453871	73
ENSP00000453872	995
ENSP00000453874	25.3333333333333
ENSP00000453875	29
ENSP00000453876	665
ENSP00000453878	32
ENSP00000453880	43
ENSP00000453881	86
ENSP00000453882	351
ENSP00000453883	109.333333333333
ENSP00000453884	146
ENSP00000453885	356
ENSP00000453886	165
ENSP00000453887	261
ENSP00000453888	208
ENSP00000453889	241.666666666667
ENSP00000453890	424
ENSP00000453892	184
ENSP00000453893	114.333333333333
ENSP00000453894	58.6666666666667
ENSP00000453895	93
ENSP00000453896	19.6666666666667
ENSP00000453897	176
ENSP00000453898	124.333333333333
ENSP00000453899	169.333333333333
ENSP00000453900	94
ENSP00000453901	55
ENSP00000453902	293
ENSP00000453903	7
ENSP00000453904	100
ENSP00000453905	95
ENSP00000453906	89
ENSP00000453907	135.666666666667
ENSP00000453908	82
ENSP00000453909	66
ENSP00000453910	136
ENSP00000453911	97
ENSP00000453912	79.3333333333333
ENSP00000453913	129
ENSP00000453914	67.3333333333333
ENSP00000453915	543
ENSP00000453916	181.666666666667
ENSP00000453917	183.333333333333
ENSP00000453918	107.666666666667
ENSP00000453919	129
ENSP00000453920	126.666666666667
ENSP00000453921	138
ENSP00000453922	213.666666666667
ENSP00000453923	94
ENSP00000453924	1049
ENSP00000453925	78
ENSP00000453926	100.666666666667
ENSP00000453927	355.666666666667
ENSP00000453928	52.3333333333333
ENSP00000453929	40.3333333333333
ENSP00000453930	135
ENSP00000453931	133.666666666667
ENSP00000453932	148.666666666667
ENSP00000453933	124
ENSP00000453934	463
ENSP00000453936	73
ENSP00000453937	690
ENSP00000453939	501
ENSP00000453940	793
ENSP00000453941	284
ENSP00000453942	216
ENSP00000453943	128
ENSP00000453944	208
ENSP00000453945	46.3333333333333
ENSP00000453946	61
ENSP00000453948	59.6666666666667
ENSP00000453949	147
ENSP00000453950	47
ENSP00000453951	114
ENSP00000453952	147.333333333333
ENSP00000453953	113
ENSP00000453954	898
ENSP00000453955	222.666666666667
ENSP00000453956	75
ENSP00000453957	121
ENSP00000453958	852.666666666667
ENSP00000453959	817
ENSP00000453960	102
ENSP00000453961	130.666666666667
ENSP00000453962	217
ENSP00000453963	92
ENSP00000453964	115
ENSP00000453965	355.666666666667
ENSP00000453967	168.333333333333
ENSP00000453968	136
ENSP00000453969	534
ENSP00000453970	287
ENSP00000453971	658
ENSP00000453972	212
ENSP00000453973	344
ENSP00000453974	50
ENSP00000453975	1181
ENSP00000453976	233
ENSP00000453977	63.6666666666667
ENSP00000453978	250
ENSP00000453979	552
ENSP00000453980	121.333333333333
ENSP00000453981	26.3333333333333
ENSP00000453982	187.333333333333
ENSP00000453983	199
ENSP00000453984	35.6666666666667
ENSP00000453985	106
ENSP00000453986	25.6666666666667
ENSP00000453987	160.333333333333
ENSP00000453988	76.6666666666667
ENSP00000453989	87
ENSP00000453990	160.666666666667
ENSP00000453991	73.3333333333333
ENSP00000453992	60
ENSP00000453993	16.6666666666667
ENSP00000453994	412
ENSP00000453995	197.666666666667
ENSP00000453996	176
ENSP00000453997	163
ENSP00000453998	112
ENSP00000453999	938
ENSP00000454000	62
ENSP00000454001	69
ENSP00000454002	9.33333333333333
ENSP00000454003	479
ENSP00000454004	351
ENSP00000454005	56.3333333333333
ENSP00000454006	956
ENSP00000454007	154
ENSP00000454008	391
ENSP00000454009	238.666666666667
ENSP00000454010	80.6666666666667
ENSP00000454011	506
ENSP00000454012	381
ENSP00000454013	48
ENSP00000454014	465
ENSP00000454015	154
ENSP00000454016	134
ENSP00000454017	150.666666666667
ENSP00000454018	1401
ENSP00000454019	298
ENSP00000454020	42
ENSP00000454021	155
ENSP00000454022	121
ENSP00000454023	37.3333333333333
ENSP00000454024	1130
ENSP00000454025	74
ENSP00000454026	77.3333333333333
ENSP00000454027	36
ENSP00000454028	8
ENSP00000454029	353
ENSP00000454030	57.3333333333333
ENSP00000454031	177
ENSP00000454032	55.3333333333333
ENSP00000454033	114
ENSP00000454034	162.666666666667
ENSP00000454035	68
ENSP00000454036	211.333333333333
ENSP00000454037	106
ENSP00000454038	427
ENSP00000454039	243
ENSP00000454040	213
ENSP00000454041	143
ENSP00000454042	84
ENSP00000454043	56
ENSP00000454044	72.3333333333333
ENSP00000454045	44.6666666666667
ENSP00000454046	70.6666666666667
ENSP00000454047	1419
ENSP00000454048	148.333333333333
ENSP00000454049	134
ENSP00000454050	845
ENSP00000454051	54.6666666666667
ENSP00000454052	102
ENSP00000454053	217
ENSP00000454054	102.666666666667
ENSP00000454056	288
ENSP00000454057	78.6666666666667
ENSP00000454058	178.333333333333
ENSP00000454059	134.333333333333
ENSP00000454060	68
ENSP00000454061	83
ENSP00000454062	237
ENSP00000454063	220
ENSP00000454064	430
ENSP00000454065	1197
ENSP00000454066	233.333333333333
ENSP00000454067	44
ENSP00000454068	119.666666666667
ENSP00000454069	906
ENSP00000454070	41
ENSP00000454071	860
ENSP00000454072	215.666666666667
ENSP00000454073	375
ENSP00000454074	192.666666666667
ENSP00000454075	148
ENSP00000454076	31
ENSP00000454077	300
ENSP00000454078	50
ENSP00000454079	102
ENSP00000454080	104.333333333333
ENSP00000454081	178
ENSP00000454082	131
ENSP00000454083	190
ENSP00000454084	343
ENSP00000454085	125.333333333333
ENSP00000454086	66.3333333333333
ENSP00000454087	6.66666666666667
ENSP00000454088	854
ENSP00000454089	168
ENSP00000454090	102
ENSP00000454091	77
ENSP00000454092	553
ENSP00000454093	130
ENSP00000454094	126
ENSP00000454095	266.333333333333
ENSP00000454096	174
ENSP00000454097	439
ENSP00000454098	95
ENSP00000454099	61
ENSP00000454100	317
ENSP00000454101	777
ENSP00000454102	339
ENSP00000454103	143
ENSP00000454104	365
ENSP00000454105	534
ENSP00000454106	33.6666666666667
ENSP00000454107	141
ENSP00000454108	394.666666666667
ENSP00000454109	156.333333333333
ENSP00000454110	121
ENSP00000454111	1143
ENSP00000454112	228
ENSP00000454113	316.333333333333
ENSP00000454114	97
ENSP00000454115	211.333333333333
ENSP00000454117	76.3333333333333
ENSP00000454118	38
ENSP00000454119	59
ENSP00000454120	437
ENSP00000454121	42
ENSP00000454122	191.333333333333
ENSP00000454123	79.3333333333333
ENSP00000454124	107
ENSP00000454125	184
ENSP00000454126	88
ENSP00000454127	101
ENSP00000454128	9.33333333333333
ENSP00000454129	153
ENSP00000454130	163
ENSP00000454131	209
ENSP00000454133	111
ENSP00000454134	408
ENSP00000454135	104.666666666667
ENSP00000454136	155.666666666667
ENSP00000454137	208
ENSP00000454138	124.666666666667
ENSP00000454139	103.666666666667
ENSP00000454140	139.666666666667
ENSP00000454141	716
ENSP00000454142	60.3333333333333
ENSP00000454143	747
ENSP00000454144	94.6666666666667
ENSP00000454145	57.3333333333333
ENSP00000454146	121
ENSP00000454147	739
ENSP00000454150	779
ENSP00000454151	65.6666666666667
ENSP00000454152	196
ENSP00000454153	138
ENSP00000454154	91.3333333333333
ENSP00000454156	57
ENSP00000454157	1214
ENSP00000454158	1286
ENSP00000454159	189.333333333333
ENSP00000454160	347.333333333333
ENSP00000454161	32
ENSP00000454162	383
ENSP00000454163	152.333333333333
ENSP00000454164	546
ENSP00000454165	83.3333333333333
ENSP00000454166	51.6666666666667
ENSP00000454167	115
ENSP00000454168	1150
ENSP00000454169	177.666666666667
ENSP00000454170	392
ENSP00000454171	749
ENSP00000454172	65
ENSP00000454173	421
ENSP00000454174	14.3333333333333
ENSP00000454175	156
ENSP00000454176	242
ENSP00000454177	14.6666666666667
ENSP00000454178	217
ENSP00000454179	424
ENSP00000454180	64
ENSP00000454181	125.666666666667
ENSP00000454182	37
ENSP00000454183	167
ENSP00000454184	77.6666666666667
ENSP00000454185	100
ENSP00000454186	29.3333333333333
ENSP00000454187	116.666666666667
ENSP00000454188	137.666666666667
ENSP00000454189	632.666666666667
ENSP00000454191	73
ENSP00000454192	140
ENSP00000454193	105.333333333333
ENSP00000454194	253.333333333333
ENSP00000454195	67
ENSP00000454196	62
ENSP00000454197	38.3333333333333
ENSP00000454199	1253
ENSP00000454200	436
ENSP00000454201	187.666666666667
ENSP00000454203	125
ENSP00000454204	35
ENSP00000454205	97
ENSP00000454206	84.3333333333333
ENSP00000454207	568
ENSP00000454208	165.333333333333
ENSP00000454209	370
ENSP00000454210	79.3333333333333
ENSP00000454211	88.3333333333333
ENSP00000454213	344
ENSP00000454214	124
ENSP00000454215	119
ENSP00000454216	198
ENSP00000454217	108.333333333333
ENSP00000454218	698
ENSP00000454219	247
ENSP00000454220	188
ENSP00000454221	80.3333333333333
ENSP00000454222	114.666666666667
ENSP00000454223	533
ENSP00000454224	411.666666666667
ENSP00000454225	62.6666666666667
ENSP00000454226	437
ENSP00000454227	162.666666666667
ENSP00000454228	306
ENSP00000454229	438
ENSP00000454230	165
ENSP00000454231	70.6666666666667
ENSP00000454232	1465
ENSP00000454233	93.3333333333333
ENSP00000454234	96
ENSP00000454235	116
ENSP00000454236	465
ENSP00000454237	170.333333333333
ENSP00000454238	305
ENSP00000454239	138.333333333333
ENSP00000454240	55
ENSP00000454241	330
ENSP00000454242	4515
ENSP00000454243	120.333333333333
ENSP00000454244	561
ENSP00000454245	34.6666666666667
ENSP00000454246	347
ENSP00000454247	117
ENSP00000454248	235
ENSP00000454249	35
ENSP00000454250	73.6666666666667
ENSP00000454251	62.6666666666667
ENSP00000454252	114.333333333333
ENSP00000454253	360
ENSP00000454254	36
ENSP00000454255	117
ENSP00000454256	137.666666666667
ENSP00000454257	2754
ENSP00000454258	145.333333333333
ENSP00000454259	113
ENSP00000454260	35
ENSP00000454261	122.666666666667
ENSP00000454262	211.666666666667
ENSP00000454263	124.666666666667
ENSP00000454264	639
ENSP00000454265	193
ENSP00000454266	444.333333333333
ENSP00000454267	71
ENSP00000454268	190
ENSP00000454269	248.666666666667
ENSP00000454270	441
ENSP00000454271	349
ENSP00000454272	124
ENSP00000454273	147.333333333333
ENSP00000454274	83
ENSP00000454275	165.333333333333
ENSP00000454276	33.6666666666667
ENSP00000454277	167
ENSP00000454278	38
ENSP00000454279	81
ENSP00000454280	530
ENSP00000454281	333
ENSP00000454282	140
ENSP00000454283	210
ENSP00000454284	66
ENSP00000454285	177.333333333333
ENSP00000454286	28
ENSP00000454287	88.3333333333333
ENSP00000454288	423
ENSP00000454289	130.333333333333
ENSP00000454290	150
ENSP00000454291	680
ENSP00000454292	153.666666666667
ENSP00000454293	68
ENSP00000454294	130.333333333333
ENSP00000454295	612
ENSP00000454296	17.3333333333333
ENSP00000454297	112
ENSP00000454298	251
ENSP00000454299	178.333333333333
ENSP00000454300	116
ENSP00000454301	107.666666666667
ENSP00000454302	111
ENSP00000454303	878
ENSP00000454304	78
ENSP00000454305	140
ENSP00000454306	93.6666666666667
ENSP00000454307	135
ENSP00000454308	22.6666666666667
ENSP00000454309	22
ENSP00000454310	80
ENSP00000454311	203.666666666667
ENSP00000454312	228
ENSP00000454313	37
ENSP00000454314	132.666666666667
ENSP00000454315	293.333333333333
ENSP00000454316	63
ENSP00000454317	91.3333333333333
ENSP00000454318	38.3333333333333
ENSP00000454319	51
ENSP00000454320	29
ENSP00000454321	80.3333333333333
ENSP00000454322	648
ENSP00000454323	241
ENSP00000454324	44
ENSP00000454325	354
ENSP00000454326	102.666666666667
ENSP00000454327	176
ENSP00000454328	134
ENSP00000454329	78
ENSP00000454330	296
ENSP00000454331	45
ENSP00000454332	78
ENSP00000454333	173
ENSP00000454334	105
ENSP00000454335	92.3333333333333
ENSP00000454336	237
ENSP00000454337	76
ENSP00000454338	52
ENSP00000454339	132
ENSP00000454340	117
ENSP00000454341	131
ENSP00000454342	162
ENSP00000454343	35
ENSP00000454344	558
ENSP00000454345	214
ENSP00000454346	556
ENSP00000454347	155.666666666667
ENSP00000454348	75.3333333333333
ENSP00000454349	24
ENSP00000454350	102
ENSP00000454351	499
ENSP00000454352	98
ENSP00000454353	111
ENSP00000454354	204
ENSP00000454355	24.6666666666667
ENSP00000454356	79
ENSP00000454357	163
ENSP00000454358	234
ENSP00000454359	176
ENSP00000454360	573
ENSP00000454361	150
ENSP00000454362	91
ENSP00000454363	199.333333333333
ENSP00000454364	118
ENSP00000454365	79.6666666666667
ENSP00000454366	607
ENSP00000454367	78
ENSP00000454368	61.6666666666667
ENSP00000454369	48.6666666666667
ENSP00000454370	65
ENSP00000454371	225.666666666667
ENSP00000454372	63
ENSP00000454373	64
ENSP00000454374	142.666666666667
ENSP00000454375	98.3333333333333
ENSP00000454376	588.333333333333
ENSP00000454377	276
ENSP00000454378	371
ENSP00000454379	254.666666666667
ENSP00000454380	235
ENSP00000454381	154.333333333333
ENSP00000454382	299.333333333333
ENSP00000454383	37
ENSP00000454384	73
ENSP00000454385	14.3333333333333
ENSP00000454386	236.666666666667
ENSP00000454387	46
ENSP00000454388	56
ENSP00000454389	476.666666666667
ENSP00000454390	94.3333333333333
ENSP00000454391	60
ENSP00000454392	640
ENSP00000454393	69
ENSP00000454394	137.333333333333
ENSP00000454395	66
ENSP00000454396	74
ENSP00000454397	209
ENSP00000454398	132
ENSP00000454399	99
ENSP00000454400	263.333333333333
ENSP00000454401	640
ENSP00000454402	147.666666666667
ENSP00000454403	58.3333333333333
ENSP00000454404	144
ENSP00000454405	806.333333333333
ENSP00000454406	180
ENSP00000454407	909
ENSP00000454408	553
ENSP00000454409	31
ENSP00000454410	339
ENSP00000454411	37
ENSP00000454412	61
ENSP00000454413	92
ENSP00000454414	209.333333333333
ENSP00000454415	90.3333333333333
ENSP00000454416	29.6666666666667
ENSP00000454417	56.3333333333333
ENSP00000454418	636
ENSP00000454419	64
ENSP00000454420	62
ENSP00000454421	98
ENSP00000454422	84
ENSP00000454423	154.666666666667
ENSP00000454424	80.3333333333333
ENSP00000454425	168.666666666667
ENSP00000454426	99
ENSP00000454427	292
ENSP00000454428	57
ENSP00000454429	15.6666666666667
ENSP00000454430	93.6666666666667
ENSP00000454431	1378
ENSP00000454432	834
ENSP00000454433	161
ENSP00000454434	142
ENSP00000454435	713
ENSP00000454436	516
ENSP00000454437	176
ENSP00000454438	43
ENSP00000454439	604
ENSP00000454440	113.666666666667
ENSP00000454441	103.666666666667
ENSP00000454442	102
ENSP00000454443	98.6666666666667
ENSP00000454444	117.666666666667
ENSP00000454445	161
ENSP00000454446	1301
ENSP00000454447	77
ENSP00000454448	178
ENSP00000454449	139.333333333333
ENSP00000454450	223
ENSP00000454451	38
ENSP00000454452	559
ENSP00000454453	213
ENSP00000454454	538
ENSP00000454455	223
ENSP00000454456	757
ENSP00000454457	255
ENSP00000454458	45.3333333333333
ENSP00000454459	70
ENSP00000454460	43.6666666666667
ENSP00000454461	283.333333333333
ENSP00000454462	93
ENSP00000454463	83.3333333333333
ENSP00000454464	92.3333333333333
ENSP00000454465	124.333333333333
ENSP00000454466	134.333333333333
ENSP00000454467	140
ENSP00000454468	235
ENSP00000454469	59
ENSP00000454470	101
ENSP00000454471	23
ENSP00000454472	46.3333333333333
ENSP00000454473	596
ENSP00000454474	209
ENSP00000454475	130
ENSP00000454476	325
ENSP00000454477	81
ENSP00000454478	133.333333333333
ENSP00000454479	151
ENSP00000454480	266
ENSP00000454481	63.6666666666667
ENSP00000454482	38.3333333333333
ENSP00000454483	379
ENSP00000454484	69
ENSP00000454485	36
ENSP00000454486	55
ENSP00000454487	1751
ENSP00000454488	87
ENSP00000454489	84
ENSP00000454490	5.33333333333333
ENSP00000454491	136.666666666667
ENSP00000454492	65.3333333333333
ENSP00000454493	166.666666666667
ENSP00000454494	52
ENSP00000454495	232.666666666667
ENSP00000454496	110
ENSP00000454497	80.3333333333333
ENSP00000454498	81
ENSP00000454499	139.333333333333
ENSP00000454500	155
ENSP00000454501	69
ENSP00000454502	145.666666666667
ENSP00000454503	3830
ENSP00000454504	114.666666666667
ENSP00000454505	162
ENSP00000454506	90.3333333333333
ENSP00000454507	138
ENSP00000454508	146
ENSP00000454509	148.333333333333
ENSP00000454510	47
ENSP00000454511	40
ENSP00000454512	67
ENSP00000454513	257
ENSP00000454514	49
ENSP00000454515	953
ENSP00000454516	1062
ENSP00000454517	139.666666666667
ENSP00000454518	301
ENSP00000454519	1358
ENSP00000454520	180.666666666667
ENSP00000454521	187.666666666667
ENSP00000454522	39.3333333333333
ENSP00000454523	822
ENSP00000454524	476
ENSP00000454525	96
ENSP00000454526	56
ENSP00000454527	0.333333333333333
ENSP00000454528	81.6666666666667
ENSP00000454529	114.333333333333
ENSP00000454530	638
ENSP00000454531	122.333333333333
ENSP00000454532	117
ENSP00000454533	105
ENSP00000454534	176
ENSP00000454535	50
ENSP00000454536	44.3333333333333
ENSP00000454537	46
ENSP00000454538	93
ENSP00000454539	169
ENSP00000454540	1507
ENSP00000454541	205.333333333333
ENSP00000454542	401
ENSP00000454543	38
ENSP00000454544	533
ENSP00000454545	890
ENSP00000454546	507
ENSP00000454547	198
ENSP00000454548	330
ENSP00000454549	63
ENSP00000454550	97
ENSP00000454551	122
ENSP00000454552	121
ENSP00000454553	87
ENSP00000454554	727
ENSP00000454555	446
ENSP00000454556	652
ENSP00000454557	297
ENSP00000454558	60.3333333333333
ENSP00000454559	4570
ENSP00000454560	114
ENSP00000454561	117
ENSP00000454562	299
ENSP00000454563	204.333333333333
ENSP00000454564	549
ENSP00000454565	112
ENSP00000454566	4547
ENSP00000454567	189
ENSP00000454568	115
ENSP00000454569	70
ENSP00000454570	222
ENSP00000454571	32
ENSP00000454572	135.333333333333
ENSP00000454573	193
ENSP00000454574	97
ENSP00000454575	501
ENSP00000454576	138
ENSP00000454577	17.6666666666667
ENSP00000454578	66.6666666666667
ENSP00000454579	140
ENSP00000454580	133.333333333333
ENSP00000454581	1077.33333333333
ENSP00000454582	106
ENSP00000454583	50
ENSP00000454584	23.3333333333333
ENSP00000454585	1133.33333333333
ENSP00000454586	153
ENSP00000454587	124.666666666667
ENSP00000454588	185.333333333333
ENSP00000454589	941
ENSP00000454590	128
ENSP00000454591	356
ENSP00000454592	186.333333333333
ENSP00000454593	56
ENSP00000454594	221
ENSP00000454595	18
ENSP00000454596	164.333333333333
ENSP00000454597	90
ENSP00000454598	219
ENSP00000454599	168
ENSP00000454600	68.6666666666667
ENSP00000454601	121.333333333333
ENSP00000454602	168
ENSP00000454603	199
ENSP00000454604	31.6666666666667
ENSP00000454605	83
ENSP00000454606	102
ENSP00000454607	145.333333333333
ENSP00000454608	16
ENSP00000454609	61
ENSP00000454610	138.333333333333
ENSP00000454611	438
ENSP00000454612	131
ENSP00000454613	83.3333333333333
ENSP00000454614	113.666666666667
ENSP00000454615	87
ENSP00000454616	180
ENSP00000454617	15
ENSP00000454618	58
ENSP00000454619	264
ENSP00000454620	300
ENSP00000454621	87
ENSP00000454622	173.333333333333
ENSP00000454623	1169
ENSP00000454624	488
ENSP00000454625	126
ENSP00000454626	44
ENSP00000454627	79
ENSP00000454628	121.333333333333
ENSP00000454629	72
ENSP00000454630	745
ENSP00000454631	94
ENSP00000454632	4
ENSP00000454633	1245
ENSP00000454634	91
ENSP00000454635	116.666666666667
ENSP00000454636	200.333333333333
ENSP00000454637	144
ENSP00000454638	86
ENSP00000454639	178
ENSP00000454640	63.6666666666667
ENSP00000454641	87
ENSP00000454642	64
ENSP00000454643	246.666666666667
ENSP00000454644	75
ENSP00000454645	54.6666666666667
ENSP00000454646	462
ENSP00000454647	537
ENSP00000454648	1586
ENSP00000454649	63.3333333333333
ENSP00000454650	40
ENSP00000454651	200
ENSP00000454652	271.333333333333
ENSP00000454653	285.333333333333
ENSP00000454654	285.333333333333
ENSP00000454655	154.333333333333
ENSP00000454656	124
ENSP00000454657	583
ENSP00000454658	36
ENSP00000454659	687
ENSP00000454660	182
ENSP00000454661	598
ENSP00000454662	110.666666666667
ENSP00000454663	504
ENSP00000454664	126
ENSP00000454665	137
ENSP00000454666	202.333333333333
ENSP00000454667	176.666666666667
ENSP00000454668	50.6666666666667
ENSP00000454669	145
ENSP00000454670	168
ENSP00000454671	114.666666666667
ENSP00000454672	197.333333333333
ENSP00000454673	80.6666666666667
ENSP00000454674	256
ENSP00000454675	145.333333333333
ENSP00000454676	108
ENSP00000454677	20.3333333333333
ENSP00000454678	249.333333333333
ENSP00000454679	80.6666666666667
ENSP00000454680	253
ENSP00000454681	44
ENSP00000454682	239
ENSP00000454683	40
ENSP00000454684	66
ENSP00000454685	446
ENSP00000454686	344
ENSP00000454687	71
ENSP00000454688	114
ENSP00000454689	184
ENSP00000454690	222.666666666667
ENSP00000454691	152
ENSP00000454692	163
ENSP00000454693	144
ENSP00000454694	134
ENSP00000454695	184.666666666667
ENSP00000454696	82
ENSP00000454697	136
ENSP00000454698	201.666666666667
ENSP00000454699	260
ENSP00000454700	80.6666666666667
ENSP00000454701	215
ENSP00000454702	237
ENSP00000454703	891
ENSP00000454704	269.666666666667
ENSP00000454705	110.666666666667
ENSP00000454706	61.6666666666667
ENSP00000454707	113
ENSP00000454708	258
ENSP00000454709	51
ENSP00000454710	689
ENSP00000454711	72
ENSP00000454712	84
ENSP00000454713	143.666666666667
ENSP00000454714	126
ENSP00000454715	20.3333333333333
ENSP00000454716	123
ENSP00000454717	52.3333333333333
ENSP00000454718	77
ENSP00000454719	198
ENSP00000454720	156
ENSP00000454721	470
ENSP00000454722	70
ENSP00000454723	113.666666666667
ENSP00000454724	112
ENSP00000454725	9.33333333333333
ENSP00000454726	72.6666666666667
ENSP00000454727	403
ENSP00000454728	127.666666666667
ENSP00000454729	38.6666666666667
ENSP00000454730	89.6666666666667
ENSP00000454731	553
ENSP00000454732	90
ENSP00000454733	242
ENSP00000454734	93.6666666666667
ENSP00000454735	77
ENSP00000454736	94.6666666666667
ENSP00000454737	477
ENSP00000454738	77.6666666666667
ENSP00000454739	68.3333333333333
ENSP00000454740	107.666666666667
ENSP00000454741	236
ENSP00000454742	91
ENSP00000454743	70
ENSP00000454744	115
ENSP00000454745	155
ENSP00000454746	244.333333333333
ENSP00000454747	357
ENSP00000454748	1453
ENSP00000454749	481
ENSP00000454750	129.333333333333
ENSP00000454751	149.333333333333
ENSP00000454752	147
ENSP00000454753	50.3333333333333
ENSP00000454754	267
ENSP00000454755	101.666666666667
ENSP00000454756	176.666666666667
ENSP00000454757	401
ENSP00000454758	113
ENSP00000454759	33
ENSP00000454760	20
ENSP00000454761	80
ENSP00000454762	304
ENSP00000454763	183.333333333333
ENSP00000454764	173
ENSP00000454765	258
ENSP00000454766	94.3333333333333
ENSP00000454767	38
ENSP00000454768	850
ENSP00000454769	248
ENSP00000454770	251
ENSP00000454771	126.333333333333
ENSP00000454772	52
ENSP00000454773	50.6666666666667
ENSP00000454774	203
ENSP00000454775	522
ENSP00000454776	567
ENSP00000454777	37
ENSP00000454778	223.333333333333
ENSP00000454779	96
ENSP00000454780	79.6666666666667
ENSP00000454781	119.666666666667
ENSP00000454782	537
ENSP00000454783	480
ENSP00000454784	790
ENSP00000454785	58.3333333333333
ENSP00000454786	292.333333333333
ENSP00000454787	405
ENSP00000454788	45
ENSP00000454789	241.666666666667
ENSP00000454790	148.666666666667
ENSP00000454791	806
ENSP00000454792	70.3333333333333
ENSP00000454793	85
ENSP00000454794	38
ENSP00000454795	908.333333333333
ENSP00000454796	155
ENSP00000454797	111.666666666667
ENSP00000454798	103
ENSP00000454799	97
ENSP00000454800	422
ENSP00000454801	422
ENSP00000454802	239.666666666667
ENSP00000454803	112.666666666667
ENSP00000454804	132
ENSP00000454805	69.6666666666667
ENSP00000454806	806
ENSP00000454807	173
ENSP00000454808	73
ENSP00000454809	25.3333333333333
ENSP00000454810	3587.66666666667
ENSP00000454811	190
ENSP00000454812	74
ENSP00000454813	1845
ENSP00000454814	221
ENSP00000454815	251
ENSP00000454816	8.66666666666667
ENSP00000454817	114.666666666667
ENSP00000454818	105
ENSP00000454819	41
ENSP00000454820	200
ENSP00000454821	192
ENSP00000454822	499
ENSP00000454823	47.3333333333333
ENSP00000454824	214
ENSP00000454825	143.666666666667
ENSP00000454826	122
ENSP00000454827	98.3333333333333
ENSP00000454828	380
ENSP00000454829	89
ENSP00000454830	50
ENSP00000454831	121.333333333333
ENSP00000454832	73
ENSP00000454833	76
ENSP00000454834	225
ENSP00000454835	33
ENSP00000454836	808
ENSP00000454837	43
ENSP00000454838	22
ENSP00000454839	692
ENSP00000454840	904
ENSP00000454841	64
ENSP00000454842	44
ENSP00000454843	184.333333333333
ENSP00000454844	39
ENSP00000454845	117.666666666667
ENSP00000454846	40
ENSP00000454847	306
ENSP00000454848	1111
ENSP00000454849	64.6666666666667
ENSP00000454850	220
ENSP00000454851	417.666666666667
ENSP00000454852	360
ENSP00000454853	200
ENSP00000454854	145
ENSP00000454855	166.666666666667
ENSP00000454856	69.3333333333333
ENSP00000454857	257.333333333333
ENSP00000454858	120
ENSP00000454859	4
ENSP00000454860	122.666666666667
ENSP00000454861	77
ENSP00000454862	22
ENSP00000454863	129
ENSP00000454864	416
ENSP00000454865	218
ENSP00000454866	55.3333333333333
ENSP00000454867	84
